Image Name,Scan Type(s),Scan Description,Bottom Line,Source URL
image0254.png,CT,F9: The anterior bone protrusion. This is the Region of Interest for bone protrusion detection. Most CT scans of the skull in this area show the protrusion feature.,"Bottom Line:Automatic processing of these CT brain scans could speed up the decision making process, lower the cost of healthcare, and reduce the chance of human error.We also point out the similarities and differences between ICM and MASP algorithms through both mathematically relationships and segmentation results on CT images.Our method offers the following improvements over existing approaches: accurate detection of the ideal midline and accurate recognition of ventricles using both anatomical features and spatial templates derived from Magnetic Resonance Images.",https://openi.nlm.nih.gov/imgs/150/202/2773919/PMC2773919_1472-6947-9-S1-S4-9.png
image0255.png,CT,"F10: Diagram of protrusion detection. The interior edge of the skull is extracted based on the intensity. Then by viewing the extracted edge as a function curve versus the horizontal coordinate of the image, the protrusion is the local minimal point of the function curve.","Bottom Line:Automatic processing of these CT brain scans could speed up the decision making process, lower the cost of healthcare, and reduce the chance of human error.We also point out the similarities and differences between ICM and MASP algorithms through both mathematically relationships and segmentation results on CT images.Our method offers the following improvements over existing approaches: accurate detection of the ideal midline and accurate recognition of ventricles using both anatomical features and spatial templates derived from Magnetic Resonance Images.",https://openi.nlm.nih.gov/imgs/150/202/2773919/PMC2773919_1472-6947-9-S1-S4-10.png
image0256.png,CT,"F12: Consistency check. (a) The slice with incorrect midline detection. (b) the corrected slice, where the blue line shows the new midline position.","Bottom Line:Automatic processing of these CT brain scans could speed up the decision making process, lower the cost of healthcare, and reduce the chance of human error.We also point out the similarities and differences between ICM and MASP algorithms through both mathematically relationships and segmentation results on CT images.Our method offers the following improvements over existing approaches: accurate detection of the ideal midline and accurate recognition of ventricles using both anatomical features and spatial templates derived from Magnetic Resonance Images.",https://openi.nlm.nih.gov/imgs/150/202/2773919/PMC2773919_1472-6947-9-S1-S4-12.png
image0257.png,Unknown,"F14: Diagram of ventricle recognition. This is the schematic diagram of ventricle recognition. First size and location constraints are used to exclude segmented areas of non-ventricle parts. Then by mapping the template to the segmented image, more precise exclusions base on location can be achieved.","Bottom Line:Automatic processing of these CT brain scans could speed up the decision making process, lower the cost of healthcare, and reduce the chance of human error.We also point out the similarities and differences between ICM and MASP algorithms through both mathematically relationships and segmentation results on CT images.Our method offers the following improvements over existing approaches: accurate detection of the ideal midline and accurate recognition of ventricles using both anatomical features and spatial templates derived from Magnetic Resonance Images.",https://openi.nlm.nih.gov/imgs/150/202/2773919/PMC2773919_1472-6947-9-S1-S4-14.png
image0258.png,CT,F17: Results of ventricle detection. (a) This is the original CT image. (b) The straight lines are two bounding boxes constraints. Size threshold are also used to exclude small parts. It also shows the outline of the template shape. The segmented objects intersected with the enlarged template are recognized as ventricles.,"Bottom Line:Automatic processing of these CT brain scans could speed up the decision making process, lower the cost of healthcare, and reduce the chance of human error.We also point out the similarities and differences between ICM and MASP algorithms through both mathematically relationships and segmentation results on CT images.Our method offers the following improvements over existing approaches: accurate detection of the ideal midline and accurate recognition of ventricles using both anatomical features and spatial templates derived from Magnetic Resonance Images.",https://openi.nlm.nih.gov/imgs/150/202/2773919/PMC2773919_1472-6947-9-S1-S4-17.png
image0259.png,CT,"F18: Comparison of Segmentation methods. (a) Original CT Image. (b) CT Image without skull. (c) K-means clustering result. Intensity value for each pixel is used as the feature. Four clusters are specified with initial seeds. The problem for K-means is that there are holes in the result segmentation because of uneven intensity distribution for the same part as well as noise. (d) ICM segmentation result with K-means segmentation as initial result. It result smoother result, although it lose some small parts, like the tip of left horn. (e) MASP segmentation result. This result has more noise than ICM. For example, the some parts of bruise area on the right upper corner are labeled as ventricle part. (f) Modified MASP segmentation result. This result is in the middle between ICM and MASP. It has less noise than MASP but not as smooth as ICM, which supports our mathematical analysis.","Bottom Line:Automatic processing of these CT brain scans could speed up the decision making process, lower the cost of healthcare, and reduce the chance of human error.We also point out the similarities and differences between ICM and MASP algorithms through both mathematically relationships and segmentation results on CT images.Our method offers the following improvements over existing approaches: accurate detection of the ideal midline and accurate recognition of ventricles using both anatomical features and spatial templates derived from Magnetic Resonance Images.",https://openi.nlm.nih.gov/imgs/150/202/2773919/PMC2773919_1472-6947-9-S1-S4-18.png
image0260.png,"CT, PET","fig4: Improvements in PET-CT scan brain: PET-CT scan images of (A) pre- and (B) postintervention showing increased metabolic activity in various areas. Blue areas indicate hypometabolism, green areas indicate normal metabolism, yellow areas indicate slightly high metabolism, and red areas indicate high metabolism.","Bottom Line:Overall, at six months, 95% of patients showed improvements.On statistical analysis, a significant association was established between the symptomatic improvements and cell therapy in diplegic and quadriplegic cerebral palsy.PET-CT scan done in 6 patients showed metabolic improvements in areas of the brain correlating to clinical improvements.",https://openi.nlm.nih.gov/imgs/150/148/4348592/PMC4348592_SCI2015-905874.004.png
image0261.png,CT,"fig4: The GWT of a CT scan brain image for different orientation factors (σ = 0.1 and ω = 0.005); (a) π/4, (b) π/2, (c) 3π/4, (d) π, and (e) total result.","Bottom Line:The GWT is used to enhance the edge information in an image while suppressing noise.Following this, the k-means and Fuzzy c-means (FCM) clustering algorithms are used to convert a gray level image into a binary image.The results prove that the proposed methods are successful for edge detection, even in noisy cases.",https://openi.nlm.nih.gov/imgs/150/352/3982282/PMC3982282_TSWJ2014-964870.004.png
image0262.png,Unknown,FIG1: Right frontal lobe ring-enhancing 1.6 cm lesion before and after treatment,No bottom line,https://openi.nlm.nih.gov/imgs/150/145/5117707/PMC5117707_cureus-0008-00000000834-i01.png
image0263.png,Unknown,FIG2: Right upper lobe 3.3 cm solid nodule before and after treatment,No bottom line,https://openi.nlm.nih.gov/imgs/150/145/5117707/PMC5117707_cureus-0008-00000000834-i02.png
image0264.png,"CT, MRI, Magnetic resonance, MR","Fig1: Pathologic signal changes in diffusion-weighted magnetic resonance imaging (DWI MRI) of the hippocampal formation in sepsis-induced delirium in human patients. a, b, c, d, e Images show coronal (a, b, patient 1 and c, patient 2, d, patient 3) and horizontal (e, patient 4) diffusion-weighted MRI scans of patients with sepsis and sepsis-induced delirium. Scores for delirium and sepsis shown in (panels a, c, d, e and g) were obtained within 24 h from the MRI scan. Boxed areas of the hippocampal formation are shown on an enlarged view in the top of each panel. White arrows indicate localized hyperintense signal elevations. b A scan taken from patient 1 eighteen months later shows no hyperintensities. The broad signal elevation in the left temporal lobe of patient 2 (c) was due to a previous occlusion of the left medial cerebral artery. f A scan from a non-septic patient with global cerebral hypoxia exhibits bilateral and broad signal elevation observed in the hippocampal formation. g Hippocampal hyperintensities were absent in septic patient without delirium. Hyperintense movement artifacts (right cerebellar area in a, left cerebellar area in d) or susceptibility artifacts (left temporal bone area in f) are occasionally observed in the DWI MRI scans. L: left; R: right; RASS: Richmond agitation sedation scale; CAM ICU: Confusion assessment method for intensive care unit; ICDSC: Intensive care delirium screening checklist; WBCC: white blood cell count; CRP: c-reactive protein; PCT: procalcitonin","Bottom Line:Septic encephalopathy is associated with rapid deterioration of cortical functions.Endotoxemia induced a deficit in long term potentiation which was completely reversed by apamin, a blocker of small conductance calcium-activated potassium (SK) channels, and partly restored by treatment with physostigmine (eserine), an acetylcholinesterase inhibitor, or TBPB, a selective M1 muscarinic acetylcholine receptor agonist.These results suggest a novel role for SK channels in the etiology of endotoxemia and explain why boosting cholinergic function restores deficits in synaptic plasticity.",https://openi.nlm.nih.gov/imgs/150/117/4632469/PMC4632469_40478_2015_245_Fig1_HTML.png
image0265.png,CT,pone-0073416-g001: Lesion overlap maps.USN(+) group (A) and USN(-) group (B). Horizontal sections through a template brain show the frequency of damage for each voxel. The color scale indicates the increasing frequency of overlapping lesions from violet (n = 1) to red (n = 6).,"Bottom Line:To study the relationship between functional connectivity at rest and severity of USN symptoms, we determined the imaginary coherence values relating to the inter-hemispherical ventral and dorsal attentional networks, as well as the clinical severity of USN using neuropsychological tests and behavioral rating scales.The present results showed that inter-hemispherical connectivity in the ventral attentional network, especially between the left and right angular gyri, detected in the alpha band is associated with the severity of USN symptoms.This may suggest that connectivity of inter-hemispherical homologous regions of the ventral attentional network in the alpha band could be one of the biomarkers of attentional network imbalance occurring in patients with USN.",https://openi.nlm.nih.gov/imgs/150/194/3762777/PMC3762777_pone.0073416.g001.png
image0266.png,CT,"F5: Non-contrast CT scan brain (26 hours after stroke [22 hours after IV thrombolysis]) showed: A) previously seen hyperdense left middle cerebral artery dot sign in the M2 segment is less prominent. B), C) and D) showed acute linear infarction at the left lentiform and head of caudate nuclei.",Bottom Line:The present case was a rare event for rtPA use in acute MCA occlusion with underlying latent lupus.Stroke pathophysiology in conditions of hypercoagulability is a significant clinical entity where the implication for thrombolytic use requires further studies.An ischemic stroke with underlying connective tissue disease benefits from timely multimodal brain imaging and should be considered for reperfusion.,https://openi.nlm.nih.gov/imgs/150/219/4727608/PMC4727608_Neurosciences-20-55-g005.png
image0267.png,"CT, MRI, MR","f1-mjhid-2-1-9: (A to D) with figure 1A showing ischemic changes in left frontoparietal region on CT scan brain plain, with figure 1B showing similar findings on T2 FLAIR MRI brain with enhancement. Figure 1C showing absence of arterial supply in the left MCA territory on MR angiogram while figure 1D showing absence of left internal carotid blood supply due to internal carotid occlusion.","Bottom Line:Sickle cell disease is hereditary hemoglobinopathy which causes haemolytic anemia, vaso-occlusive crisis, ischemic injuries and many other morbidities like cerebral infarction.In this report, we describe a case of a young patient with sickle cell disease presenting with right-sided weakness and slurring of speech with examination confirming right-sided hemiparesis with motor aphasia.On further investigation, she was found to have frontotemporal infarction.",https://openi.nlm.nih.gov/imgs/150/341/3033104/PMC3033104_mjhid-2-1-e2010007f1.png
image0268.png,CT,"F1: (Upper row) Well-defined hyperattenuating hemorrhagic mass in the left parieto-occipital region with adjacent vasogenic edema and mass effect as described, lower row (a) Hemorrhagic material with dispersed tumor cells (H and E, ×100), (b) tumor cell having hyperchromatic nuclei and cytoplasm with brown-black pigment (H and E, ×400) and (c) Hemorrhagic material with dispersed hemosiderin-laden macrophages (H and E, ×400)",No bottom line,https://openi.nlm.nih.gov/imgs/150/259/4418076/PMC4418076_SAJC-4-101-g001.png
image0269.png,Tomography,"F1: Computerized tomography brain shows air in left frontal, inter-hemisphere, ambient cisterns, and sulci",No bottom line,https://openi.nlm.nih.gov/imgs/150/339/4874093/PMC4874093_JOACP-32-272-g001.png
image0270.png,"CT, Tomography",F1: Brain computed tomography scans depicting frontal multiple hypodense areas (A) and a slight hydrocephalus (B).,"Bottom Line:He was intubated and put on mechanical ventilation.All cultures were negative, and no immunologic abnormality could be documented, but the patient's clinical condition deteriorated rapidly.The patient was clinically documented as 'brain dead' 7 days after his admission to the intensive care unit; thereafter, blood- and post-mortem brain tissue cultures grew Listeria monocytogenes.",https://openi.nlm.nih.gov/imgs/150/118/2726517/PMC2726517_1752-1947-0003-0000007383-1.png
image0271.png,Unknown,"F2: Optic nerve sonography showed increased optic nerve sheath diameter (A, B); Transcranial Doppler sonography documented increased (1,72) pulsatility index in the right middle cerebral artery (C); the patient was declared 'brain dead' by clinical tests, while transcranial Doppler showed a reversal of diastolic blood flow in the left middlecerebral artery (D).","Bottom Line:He was intubated and put on mechanical ventilation.All cultures were negative, and no immunologic abnormality could be documented, but the patient's clinical condition deteriorated rapidly.The patient was clinically documented as 'brain dead' 7 days after his admission to the intensive care unit; thereafter, blood- and post-mortem brain tissue cultures grew Listeria monocytogenes.",https://openi.nlm.nih.gov/imgs/150/118/2726517/PMC2726517_1752-1947-0003-0000007383-2.png
image0272.png,Tomography,F3: Post-operative computed tomography scan (plain) showing ill defined residual mass in right medial temporal lobe and post-operative changes in right temporal region,No bottom line,https://openi.nlm.nih.gov/imgs/150/138/3889036/PMC3889036_SAJC-2-210a-g003.png
image0273.png,"CT, MRI, MR","F1: CT scan Brain plain study axial section normal window (a) and bone window (b) showing isodense lesion in clivus with expansion of bone and peripheral egg shell calcification and extension to sphenoid and nasopharynx, coronal section (c) showing extension of lesion to bilateral cavernous sinuses, axial section contrast study (d) showing uniform well enhancement of lesion. MRI Brain plain T2WI axial section (e) and T1 WI sagittal section (f) showing well defined isointense clival lesion on T1 and T2 WI",No bottom line,https://openi.nlm.nih.gov/imgs/150/398/5379813/PMC5379813_AJNS-12-78-g001.png
image0274.png,CT,"fig1: (a,b) representative 99mTc-TRODAT-1 SPECT images of an IAD subject in comparison with an age-matched healthy control ((a) a 20-year-old male IAD subject; (b) a 20-year-old male healthy control). Left hemisphere is on right side of image. The IAD subject demonstrates a significant decrease in binding of  99mTc-TRODAT-1 to the DAT in the striatum and the bilateral corpus striatum is much smaller and more irregular than that in the control.","Bottom Line:It was displayed that DAT expression level of striatum was significantly decreased and the V, W, and Ra were greatly reduced in the individuals with IAD compared to controls.Taken together, these results suggest that IAD may cause serious damages to the brain and the neuroimaging findings further illustrate IAD is associated with dysfunctions in the dopaminergic brain systems.Our findings also support the claim that IAD may share similar neurobiological abnormalities with other addictive disorders.",https://openi.nlm.nih.gov/imgs/150/52/3312312/PMC3312312_JBB2012-854524.001.png
image0275.png,Unknown,f1-poljradiol-79-239: Fourth follow-up (i.e. fifth overall) scan of pineal cyst with the maximum dimension of 9 mm in sagittal (A) and transverse (B) planes.,"Bottom Line:Having read the paper by Oikarinen et al. in the penultimate issue of Insights into Imaging, the author discusses the absurdities of everyday work of the radiologist in the MRI unit, concluding that delayed terms of appointments, despite numerous facilities being available in Poland, are largely due to the unwarranted referrals of patients to MRI examinations, which makes the patients who truly require them wait very long or decide to pay for the examination out of their own pockets; radiologists should get involved in the fight against unwarranted studies, even through the use of such expressions as ""anatomical variant"", ""does not require further inspection"", ""no clinical significance"", ""MRI is not the first study in the diagnostic algorithm"" in warranted cases and by contacting the referring physician (in agreement with the head of the unit/department) to politely explain the absurdity of referral and refuse the test in the most absurd cases.",https://openi.nlm.nih.gov/imgs/150/230/4122109/PMC4122109_poljradiol-79-239-g001.png
image0276.png,Unknown,"f2-poljradiol-79-239: Third follow-up (i.e. fourth overall) scan of a meningioma sized 8×5×5 mm, bound to cerebellar tentorium on the right, barely visible following administration of gadolinium in axial (A), sagittal (B) and coronal (C) planes.","Bottom Line:Having read the paper by Oikarinen et al. in the penultimate issue of Insights into Imaging, the author discusses the absurdities of everyday work of the radiologist in the MRI unit, concluding that delayed terms of appointments, despite numerous facilities being available in Poland, are largely due to the unwarranted referrals of patients to MRI examinations, which makes the patients who truly require them wait very long or decide to pay for the examination out of their own pockets; radiologists should get involved in the fight against unwarranted studies, even through the use of such expressions as ""anatomical variant"", ""does not require further inspection"", ""no clinical significance"", ""MRI is not the first study in the diagnostic algorithm"" in warranted cases and by contacting the referring physician (in agreement with the head of the unit/department) to politely explain the absurdity of referral and refuse the test in the most absurd cases.",https://openi.nlm.nih.gov/imgs/150/230/4122109/PMC4122109_poljradiol-79-239-g002.png
image0277.png,"CT, MRI, Magnetic resonance, MR","F1: (A) Images of restraint-training procedures. Restrained animals woke up from brief anesthesia in the cradle equipment, being physically firmly restrained and taped to the bench top to prevent self-injurious behavior (but not restrict breathing). An MRI EPI sequence was played through headphones for 30 minutes, at a level of 90 dB where the animal's head rested. For controls, animals awoke from brief anesthesia in a clean cage containing the same restraint cradle and jacket and heard the same EPI sequence at ∼18 dB through headphones. Black rubber rat used for illustrative purposes. (B) Experimental time line. MRI EPI, magnetic resonance imaging echo planar imaging.","Bottom Line:To uncover lasting effects of training, we also looked at responses to the formalin pain test 2 weeks later.We found that while restraint causes acute increases in the stress hormone corticosterone, it can also cause lasting reductions in nociceptive behavior in the formalin test, coupled with heightened corticosterone levels and increased activation of the ""nociceptive"" central nucleus of the amygdala, as seen by Fos protein expression.These results suggest that short-term repeated restraint, similar to that used to habituate rats for awake functional brain scanning, could potentially cause long-lasting changes in physiological and brain responses to pain stimuli that are stress-related, and therefore could potentially confound the functional activation patterns seen in awake rodents in response to pain stimuli.",https://openi.nlm.nih.gov/imgs/150/267/4949008/PMC4949008_jop-157-1761-g004.png
image0278.png,"CT, Magnetic resonance",F1: Pre-operative contras enhanced magnetic resonance imaging (sagittal section) showing a mass lesion in medial aspect of right temporal lobe and in suprasellar region,No bottom line,https://openi.nlm.nih.gov/imgs/150/138/3889036/PMC3889036_SAJC-2-210a-g001.png
image0279.png,Unknown,F2: Histopathology slide showing plenty of rhabdoid cells in abundant myxoid matrix,No bottom line,https://openi.nlm.nih.gov/imgs/150/138/3889036/PMC3889036_SAJC-2-210a-g002.png
image0280.png,Unknown,"F1: The comparison of b = 0 and diffusion weighted images between the ex vivo scan and the in vivo scans. (A) Ex vivo baseline b = 0 image; (B) ex vivo diffusion weighted image; (C) in vivo baseline b = 0 image; (D) in vivo diffusion weighted image. The axial, sagittal, and coronal plane images are shown clockwise.",Bottom Line:These imaging strategies have been successfully implemented to study how the effect of cocaine exposure in dams might affect brain development in their rat pups.Image quality resulting from this in vivo DTI study was comparable to ex vivo scans. fractional anisotropy values were also similar between the live and fixed brain scans.The capability of acquiring high quality in vivo DTI imaging offers a valuable opportunity to study many neurological disorders in brain development in an authentic living environment.,https://openi.nlm.nih.gov/imgs/150/46/3189600/PMC3189600_fpsyt-02-00054-g001.png
image0281.png,Unknown,"F2: The comparison of FA and MD maps between the ex vivo and the in vivo scan. (A) Ex vivo baseline image. (B) Ex vivo diffusion weighted image (C) in vivo baseline image (D) in vivo diffusion weighted image. The axial, sagittal, and coronal plane images are shown clockwise.",Bottom Line:These imaging strategies have been successfully implemented to study how the effect of cocaine exposure in dams might affect brain development in their rat pups.Image quality resulting from this in vivo DTI study was comparable to ex vivo scans. fractional anisotropy values were also similar between the live and fixed brain scans.The capability of acquiring high quality in vivo DTI imaging offers a valuable opportunity to study many neurological disorders in brain development in an authentic living environment.,https://openi.nlm.nih.gov/imgs/150/46/3189600/PMC3189600_fpsyt-02-00054-g002.png
image0282.png,CT,F4: Fiber tractography obtained from the in vivo and the ex vivo PND5 and PND14 pups.,Bottom Line:These imaging strategies have been successfully implemented to study how the effect of cocaine exposure in dams might affect brain development in their rat pups.Image quality resulting from this in vivo DTI study was comparable to ex vivo scans. fractional anisotropy values were also similar between the live and fixed brain scans.The capability of acquiring high quality in vivo DTI imaging offers a valuable opportunity to study many neurological disorders in brain development in an authentic living environment.,https://openi.nlm.nih.gov/imgs/150/46/3189600/PMC3189600_fpsyt-02-00054-g004.png
image0283.png,CT,F3: The comparison before and after twin navigator echo correction. (A) A slice of the dorsal side before (A) and after (B) correction; (C) a slice of the ventral side before (C) and after (D) correction. Motion artifacts were minimized after the twin navigator echo correction as marked by the arrow.,Bottom Line:These imaging strategies have been successfully implemented to study how the effect of cocaine exposure in dams might affect brain development in their rat pups.Image quality resulting from this in vivo DTI study was comparable to ex vivo scans. fractional anisotropy values were also similar between the live and fixed brain scans.The capability of acquiring high quality in vivo DTI imaging offers a valuable opportunity to study many neurological disorders in brain development in an authentic living environment.,https://openi.nlm.nih.gov/imgs/150/46/3189600/PMC3189600_fpsyt-02-00054-g003.png
image0284.png,CT,"fig1: Results of cortical thickness at age 73 years regressed against intelligence quotient (IQ) scores from the Moray House Test at 11 and 70 years of age. A false discovery rate threshold of 0.05 is used to control for multiple comparisons. Colors, representing q values, are superimposed on an average surface template. Results are corrected for gender, age in days at brain scanning and a measure of brain volume. (a) Cortical thickness at age 73 years is regressed against age-70 IQ. (b) Cortical thickness at age 73 years is regressed against age-11 IQ. (c) The same cortical thickness but regressed against age-70 IQ after adjusting for age-11 IQ.","Bottom Line:This warns against ascribing a causal interpretation to the association between cognitive ability and cortical tissue in old age based on assumptions about, and exclusive reference to, the aging process and any associated disease.Without early-life measures of cognitive ability, it would have been tempting to conclude that preservation of cortical thickness in old age is a foundation for successful cognitive aging when, instead, it is a lifelong association.This being said, results should not be construed as meaning that all studies on aging require direct measures of childhood IQ, but as suggesting that proxy measures of prior cognitive function can be useful to take into consideration.",https://openi.nlm.nih.gov/imgs/150/104/3998074/PMC3998074_mp201364f1.png
image0285.png,CT,F1: Moderate obstructive hydrocephalus with dilatation of lateral and third ventricles with thinned out cortical mantle due to aqueductal stenosis,"Bottom Line:The ventricular catheter was in position and the ventricles were decompressed.After surgical decompression of EDH his symptoms improved.We discuss the factors leading to formation of EDH, with stress on proper technique to prevent or minimize such an avoidable complication.",https://openi.nlm.nih.gov/imgs/150/54/4166845/PMC4166845_JPN-9-166-g001.png
image0286.png,CT,F2: Chronic calcified right parietal EDH at shunt site with mass effect,"Bottom Line:The ventricular catheter was in position and the ventricles were decompressed.After surgical decompression of EDH his symptoms improved.We discuss the factors leading to formation of EDH, with stress on proper technique to prevent or minimize such an avoidable complication.",https://openi.nlm.nih.gov/imgs/150/54/4166845/PMC4166845_JPN-9-166-g002.png
image0287.png,Tomography,F2: Computed tomography scan of the brain 72 hours after admission.,"Bottom Line:Effective early management of acute stroke can reduce morbidity and mortality.The scan usually takes place at admission into the hospital and is done to rule out a bleed or a space occupying lesion within the brain.When scanned early, the changes seen on the CT due to an infarction from a thrombus may not have taken place yet.",https://openi.nlm.nih.gov/imgs/150/274/2396650/PMC2396650_1752-1947-2-148-2.png
image0288.png,"CT, Magnetic resonance, MR","F2: Non-contrast enhanced axial CT brain showing: A) bilateral SAH (arrow heads), predominantly over left fronto-parietal sulci (cSAH) surrounded by hypodense venous infarct (curved arrow). B) Thrombosis of SSS also visualized in sagittal and axial cuts, (straight arrows). C) MRV 3D MIP image, left lateral projection, showed SSS thrombosis (straight arrows), with non visualization of its tributaries. D) FLAIR axial images demonstrate hyperacute SAH as hyperintense curvilinear signals in bilateral frontal lobes, (straight arrows), and hyperintense signals in frontal cortex consistent with venous infarct (curved arrow). SAH - spontaneous subarachnoid hemorrhage, cSAH - convexity SAH, SSS - superior sagittal sinus, MRV - magnetic resonance venography, MIP - maximum intensity projection","Bottom Line:Non-contrast brain CT showed SAH, involving the sulci of the convexity of hemisphere (cSAH) without involving the basal cisterns.Both patients received treatment with anticoagulants and improved.Awareness of this unusual presentation of CVST is important for early diagnosis and treatment.",https://openi.nlm.nih.gov/imgs/150/220/4727609/PMC4727609_Neurosciences-20-61-g002.png
image0289.png,Tomography,F1: Computed tomography scan of brain showing tumor with perilesional edema,No bottom line,https://openi.nlm.nih.gov/imgs/150/296/5187632/PMC5187632_JOACP-32-540-g001.png
image0290.png,CT,fig3: CTA brain showing PCom artery aneurysm. (a) CTA: an aneurysm arising from origin of right posterior communicating artery (PCom) (white arrow); (b) CTA: the aneurysm measured 11 mm in larger dimension with a broad-base/neck of 5 mm and a dome of 3.5 mm (white arrows); (c) vascular reconstruction: right PCom aneurysm on vascular reconstruction imaging (arrowhead) with prominent ipsilateral PCom and correspondingly small/hypoplastic ipsilateral P1 of PCA (posterior cerebral artery).,"Bottom Line:In most populations the reported incidence is 6-7 per 100,000 person-years and one-third of survivors become dependent.It is a serious but potentially treatable cause of neurological morbidity.Multiple authors have identified the most unusual novel associations and triggers of subarachnoid bleeds over the past decade.",https://openi.nlm.nih.gov/imgs/150/288/4312642/PMC4312642_CRINM2015-896732.003.png
image0291.png,"CT, MRI, Tomography, MR",F1: (a and b) Preoperative computed tomography scan showing heterogeneous mass lesion in the right cerebellar region extending to the brain stem at the pontine region with peripheral enhancement on contrast and obstructive hydrocephalus. (c) Postoperative MRI on day 3; EDH in the right temporoparietal region on T2‑weighted image along with the shunt tip in situ (arrows). (d) Postoperative MRI on day 3 showing hyperintense image in the right cerebellar region along with EDH,Bottom Line:Ventriculo peritoneal (VP) shunt uncommonly complicates as intracranial hematomas which can still occur in patients with a functioning VP shunt leading to a delay in the diagnosis which can be extremely dangerous and lead to adverse outcomes.We report a case of an incidental diagnosis of delayed post-operative EDH following VP shunt in an young adult patient with a right cerebellar lesion and highlight the need for meticulous post-operative neurological examination.,https://openi.nlm.nih.gov/imgs/150/215/4244800/PMC4244800_JNRP-6-94-g001.png
image0292.png,Unknown,F2: Patient 9. Cough headache caused by left cerebellar hemisphere meningioma. There were no abnormal signs apart from a strongly positive Valsalva test.,"Bottom Line:Ten were found subsequently to have posterior fossa pathologies (secondary cough headache: 8 Chiari Type 1 malformations, 2 posterior fossa meningiomas).These findings suggest that secondary cough headache results from a transient increase in intracranial CSF pressure during exertion in the presence of obstruction to normal cerebrospinal fluid dynamics.Primary cough headache appears to be caused by a different mechanism, possibly through congestion of the orbital venous plexus in the presence of jugular venous incompetence and a reduced threshold for trigeminal sensory activation.",https://openi.nlm.nih.gov/imgs/150/83/3639158/PMC3639158_1129-2377-14-31-2.png
image0293.png,CT,"fig1: HRCT in axial plane showed heterogeneous hypodense lesion extending to middle and posterior fossa ((a) and (b)), and multiple bilateral hypodense collected disseminated along cerebral cisternal and cortical spaces ((c) and (d)).","Bottom Line:This study focuses on CT and MR studies of adult patient with giant lesion of the posterior cranial fossa associated with micro- and macroaccumulations with density and signal like ""fat"" at the level of the cortical and cisternal cerebral spaces.Histological findings confirm the hypothesis formulated using the imaging.We also integrate elements of differential diagnosis by another giant lesion of the posterior cranial fossa.",https://openi.nlm.nih.gov/imgs/150/121/3562605/PMC3562605_CRIM.RADIOLOGY2013-239258.001.png
image0294.png,"MRI, Magnetic resonance, MR",F3: Brain magnetic resonance imaging (MRI) scan showing a 2×1.6 cm mass with an irregular margin and a high signal intensity in the base of the right cerebellum (black arrow).,"Bottom Line:He was noted as having abdominal discomfort, nausea, and vomiting 18 months after the diagnosis.A histopathologic examination and an esophagogastroduodenoscopic gastric biopsy revealed stomach-metastatic adenocarcinoma.He was also noted as having cerebellar metastatic lesions, which were identified by using a brain magnetic resonance imaging (MRI) scan.",https://openi.nlm.nih.gov/imgs/150/55/2890062/PMC2890062_kju-51-431-g003.png
image0295.png,Unknown,fig01: Pre-op AP radiograph.,No bottom line,https://openi.nlm.nih.gov/imgs/150/363/5333663/PMC5333663_moj-10-056-f1.png
image0296.png,Unknown,fig02a: Pre-op lateral radiograph.,No bottom line,https://openi.nlm.nih.gov/imgs/150/363/5333663/PMC5333663_moj-10-056-f2.png
image0297.png,Unknown,fig02b: Enlarged lateral radiograph showing reduced T10-T11 disc height.,No bottom line,https://openi.nlm.nih.gov/imgs/150/363/5333663/PMC5333663_moj-10-056-f3.png
image0298.png,"CT, MR","F2: Neuroimaging studies. A: MR, a brain tumor in the right frontal parasagittal area. B: Digital subtraction angiography, hypervascular tumor with feeder vessels from the anterior cerebral artery. C: Intraoperative imaging of the tumor shows engorged vessels around the mass. D: Postoperative MR scan showing bilateral PICA and AICA territory infarctions. E: Postoperative CT with decreased ventricle size after insertion of the EVD. F: CT, swollen cerebellum compressing the brain stem. AICA, anterior inferior cerebellar artery; PICA, posterior inferior cerebellar artery; EVD, extraventricular drainage.","Bottom Line:After removal of space occupying lesion on right frontal area, two cases of remote cerebellar infarctions occurred.We reviewed each cases and the techniques to manage such complications are discussed.Early extraventricular catheter insertion and midline suboccipital craniectomy were effectively performed in obtunded patients from cerebellar infarction.",https://openi.nlm.nih.gov/imgs/150/80/4656893/PMC4656893_btrt-3-141-g002.png
image0299.png,"MRI, MR","f4-opth-9-1041: Axial FLAIR T2 (TR:500, TI:2500, TE:125) weighted MRI images taken at approximately the same levels in the region of the midbrain for case 2.Notes: (A) Baseline, 11 weeks and 4 days prior to onset of visual changes, showing tumor involvement of the left hippocampus, midbrain, and posterior cingulate. (B) Time of presentation, with no significant change from baseline. (C) 12 weeks after time of presentation, with no significant interval change from previous. (D) 16 weeks after time of presentation, showing progressive disease anteriorly to the optic nerves and chiasm and posteriorly along the optic radiations (arrowheads).",Bottom Line:Glioblastoma multiforme is an aggressive tumor associated with a high rate of recurrence even after maximal therapy.We identify two cases where Humphrey visual field testing predated magnetic resonance imaging and positron emission tomography findings of tumor progression by months in glioblastoma multiforme.New or worsening visual field defects may indicate signs of tumor progression in glioblastoma multiforme and should prompt further investigation.,https://openi.nlm.nih.gov/imgs/150/249/4468993/PMC4468993_opth-9-1041Fig4.png
